Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,unisex-big-day-pack-backpacks-b0f62y89lt,Unisex Big Day Pack BACKPACKS,,Unisex Big Day Pack BACKPACKS by JANSPORT. Category: New season. Shop: https://www.amazon.ae/dp/B0F62Y89LT,published,https://m.media-amazon.com/images/I/91kEsZkbiyL._AC_UL320_.jpg,500,,,,,,,,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HEKMA64HT1R1VXP1ZGQ4,TRUE,B0F62Y89LT,,Unisex Big Day Pack BACKPACKS,B0F62Y89LT,B0F62Y89LT,FALSE,TRUE,500,,,,,,,,164.68,179.00,Variant,Default,https://m.media-amazon.com/images/I/91kEsZkbiyL._AC_UL320_.jpg,
,benchmark-single-pencil-case-21-cm-b000s27mi8,"Benchmark Single Pencil Case, 21 cm",EASTPAK,"Benchmark Single Pencil Case, 21 cm by EASTPAK. Category: New season. Rated 4.7 stars. Shop: https://www.amazon.ae/dp/B000S27MI8",published,https://m.media-amazon.com/images/I/71OfAvUDfDL._AC_UL320_.jpg,500,,,,,,,EASTPAK,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HFH83XHK2N36RB6XJJVE,TRUE,B000S27MI8,,"Benchmark Single Pencil Case, 21 cm",B000S27MI8,B000S27MI8,FALSE,TRUE,500,,,,,,,EASTPAK,66.40,72.17,Variant,Default,https://m.media-amazon.com/images/I/71OfAvUDfDL._AC_UL320_.jpg,
,microstrides-class-spirit-girls-sports-b0c8hy95m4,MICROSTRIDES - CLASS SPIRIT girls SPORTS,Skechers,MICROSTRIDES - CLASS SPIRIT girls SPORTS by Skechers. Category: New season. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B0C8HY95M4,published,https://m.media-amazon.com/images/I/71DIE5UlDYL._AC_UL320_.jpg,500,,,,,,,Skechers,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HFK9F77AJQZR0J16K004,TRUE,B0C8HY95M4,,MICROSTRIDES - CLASS SPIRIT girls SPORTS,B0C8HY95M4,B0C8HY95M4,FALSE,TRUE,500,,,,,,,Skechers,94.39,102.60,Variant,Default,https://m.media-amazon.com/images/I/71DIE5UlDYL._AC_UL320_.jpg,
,superbreak-one-backpack-b0b1v85h3y,SuperBreak One Backpack,,SuperBreak One Backpack by JANSPORT. Category: New season. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B0B1V85H3Y,published,https://m.media-amazon.com/images/I/417WRinD-FL._AC_UL320_.jpg,500,,,,,,,,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HEKMA64HT1R1VXP1ZGQ4,TRUE,B0B1V85H3Y,,SuperBreak One Backpack,B0B1V85H3Y,B0B1V85H3Y,FALSE,TRUE,500,,,,,,,,118.68,129.00,Variant,Default,https://m.media-amazon.com/images/I/417WRinD-FL._AC_UL320_.jpg,
,classic-xl-backpack-b0cl89tvtr,Classic XL Backpack,Herschel,Classic XL Backpack by Herschel. Category: New season. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B0CL89TVTR,published,https://m.media-amazon.com/images/I/81iesIa5mkL._AC_UL320_.jpg,500,,,,,,,Herschel,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HFNA9SCSSYZ3KEDMZ7SF,TRUE,B0CL89TVTR,,Classic XL Backpack,B0CL89TVTR,B0CL89TVTR,FALSE,TRUE,500,,,,,,,Herschel,149.04,162.00,Variant,Default,https://m.media-amazon.com/images/I/81iesIa5mkL._AC_UL320_.jpg,
,tensaur-sport-2-0-cf-k-unisex-child-shoes-b0b2wy42tr,Tensaur Sport 2.0 Cf K unisex-child Shoes,adidas,Tensaur Sport 2.0 Cf K unisex-child Shoes by adidas. Category: New season. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B0B2WY42TR,published,https://m.media-amazon.com/images/I/61iXPyo4COL._AC_UL320_.jpg,500,,,,,,,adidas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HEVEYTDX8GM0ND0V5ZMQ,TRUE,B0B2WY42TR,,Tensaur Sport 2.0 Cf K unisex-child Shoes,B0B2WY42TR,B0B2WY42TR,FALSE,TRUE,500,,,,,,,adidas,104.33,113.40,Variant,Default,https://m.media-amazon.com/images/I/61iXPyo4COL._AC_UL320_.jpg,
,unisex-classic-foundation-backpack-backpack-b0bptl2kxf,unisex Classic Foundation Backpack BACKPACK,adidas,unisex Classic Foundation Backpack BACKPACK by adidas. Category: New season. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B0BPTL2KXF,published,https://m.media-amazon.com/images/I/81LuRTsYrqL._AC_UL320_.jpg,500,,,,,,,adidas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HEVEYTDX8GM0ND0V5ZMQ,TRUE,B0BPTL2KXF,,unisex Classic Foundation Backpack BACKPACK,B0BPTL2KXF,B0BPTL2KXF,FALSE,TRUE,500,,,,,,,adidas,37.72,41.00,Variant,Default,https://m.media-amazon.com/images/I/81LuRTsYrqL._AC_UL320_.jpg,
,unisex-adult-cush-ankle-3p-value-socks-b00vvqtu1c,Unisex Adult Cush Ankle- 3p Value Socks,Nike,Unisex Adult Cush Ankle- 3p Value Socks by Nike. Category: New season. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B00VVQTU1C,published,https://m.media-amazon.com/images/I/71R091yUXTS._AC_UL320_.jpg,500,,,,,,,Nike,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HEZEPR0EFNQW1495TTRH,TRUE,B00VVQTU1C,,Unisex Adult Cush Ankle- 3p Value Socks,B00VVQTU1C,B00VVQTU1C,FALSE,TRUE,500,,,,,,,Nike,42.32,46.00,Variant,Default,https://m.media-amazon.com/images/I/71R091yUXTS._AC_UL320_.jpg,
,mens-puma-phase-backpacks-b0bwk4gprg,Mens PUMA Phase Backpacks,PUMA,Mens PUMA Phase Backpacks by PUMA. Category: New season. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B0BWK4GPRG,published,https://m.media-amazon.com/images/I/81D9jp4+hZL._AC_UL320_.jpg,500,,,,,,,PUMA,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HFQC395C64ZWHBEYT03B,TRUE,B0BWK4GPRG,,Mens PUMA Phase Backpacks,B0BWK4GPRG,B0BWK4GPRG,FALSE,TRUE,500,,,,,,,PUMA,50.14,54.50,Variant,Default,https://m.media-amazon.com/images/I/81D9jp4+hZL._AC_UL320_.jpg,
,back-to-school-pencil-case-2-0-unisex-child-bag-black-one-size-b0d33t9k2k,"Back To School Pencil Case 2.0 unisex child Bag,Black,One Size",adidas,"Back To School Pencil Case 2.0 unisex child Bag,Black,One Size by adidas. Category: New season. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B0D33T9K2K",published,https://m.media-amazon.com/images/I/61S8DHoHJAL._AC_UL320_.jpg,500,,,,,,,adidas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HEVEYTDX8GM0ND0V5ZMQ,TRUE,B0D33T9K2K,,"Back To School Pencil Case 2.0 unisex child Bag,Black,One Size",B0D33T9K2K,B0D33T9K2K,FALSE,TRUE,500,,,,,,,adidas,0.00,0.00,Variant,Default,https://m.media-amazon.com/images/I/61S8DHoHJAL._AC_UL320_.jpg,
,mens-lunch-bag-and-backpack-set-b0b3f3pkln,Mens Lunch Bag and Backpack Set,PUMA,Mens Lunch Bag and Backpack Set by PUMA. Category: New season. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B0B3F3PKLN,published,https://m.media-amazon.com/images/I/71Ff3g32OSL._AC_UL320_.jpg,500,,,,,,,PUMA,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HFQC395C64ZWHBEYT03B,TRUE,B0B3F3PKLN,,Mens Lunch Bag and Backpack Set,B0B3F3PKLN,B0B3F3PKLN,FALSE,TRUE,500,,,,,,,PUMA,100.28,109.00,Variant,Default,https://m.media-amazon.com/images/I/71Ff3g32OSL._AC_UL320_.jpg,
,nk-brsla-l-duff-9-5-95l-duffle-bag-one-size-b09nycf84h,"NK BRSLA L DUFF - 9.5 (95L) Duffle Bag, One Size",Nike,"NK BRSLA L DUFF - 9.5 (95L) Duffle Bag, One Size by Nike. Category: New season. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B09NYCF84H",published,https://m.media-amazon.com/images/I/71Gpt-DpveL._AC_UL320_.jpg,500,,,,,,,Nike,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HEZEPR0EFNQW1495TTRH,TRUE,B09NYCF84H,,"NK BRSLA L DUFF - 9.5 (95L) Duffle Bag, One Size",B09NYCF84H,B09NYCF84H,FALSE,TRUE,500,,,,,,,Nike,118.68,129.00,Variant,Default,https://m.media-amazon.com/images/I/71Gpt-DpveL._AC_UL320_.jpg,
,skech-air-dynamight-2-0-womens-shoes-b0d3j15jj2,SKECH-AIR DYNAMIGHT 2.0 womens SHOES,Skechers,SKECH-AIR DYNAMIGHT 2.0 womens SHOES by Skechers. Category: New season. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B0D3J15JJ,published,https://m.media-amazon.com/images/I/51yPOxjee5L._AC_UL320_.jpg,500,,,,,,,Skechers,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HFK9F77AJQZR0J16K004,TRUE,B0D3J15JJ2,,SKECH-AIR DYNAMIGHT 2.0 womens SHOES,B0D3J15JJ2,B0D3J15JJ2,FALSE,TRUE,500,,,,,,,Skechers,71.38,77.59,Variant,Default,https://m.media-amazon.com/images/I/51yPOxjee5L._AC_UL320_.jpg,
,adilette-shower-beach-pool-mens-sandals-b09hzd11wt,Adilette Shower Beach & Pool Mens Sandals,adidas,Adilette Shower Beach & Pool Mens Sandals by adidas. Category: New season. Rated 4.1 stars. Shop: https://www.amazon.ae/dp/B09HZD11WT,published,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,500,,,,,,,adidas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HEVEYTDX8GM0ND0V5ZMQ,TRUE,B09HZD11WT,,Adilette Shower Beach & Pool Mens Sandals,B09HZD11WT,B09HZD11WT,FALSE,TRUE,500,,,,,,,adidas,60.72,66.00,Variant,Default,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,
,bounder-boys-shoes-b0dplqmzz4,BOUNDER boys Shoes,Skechers,BOUNDER boys Shoes by Skechers. Category: New season. Rated 3.0 stars. Shop: https://www.amazon.ae/dp/B0DPLQMZZ4,published,https://m.media-amazon.com/images/I/61OQkKo31iL._AC_UL320_.jpg,500,,,,,,,Skechers,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HFK9F77AJQZR0J16K004,TRUE,B0DPLQMZZ4,,BOUNDER boys Shoes,B0DPLQMZZ4,B0DPLQMZZ4,FALSE,TRUE,500,,,,,,,Skechers,95.68,104.00,Variant,Default,https://m.media-amazon.com/images/I/61OQkKo31iL._AC_UL320_.jpg,
,unisex-adult-classic-xl-backpack-backpack-b0cl8424tz,unisex-adult Classic Xl Backpack Backpack,Herschel,unisex-adult Classic Xl Backpack Backpack by Herschel. Category: New season. Rated 4.7 stars. Shop: https://www.amazon.ae/dp/B0CL8424TZ,published,https://m.media-amazon.com/images/I/71HmCWB-BML._AC_UL320_.jpg,500,,,,,,,Herschel,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HFNA9SCSSYZ3KEDMZ7SF,TRUE,B0CL8424TZ,,unisex-adult Classic Xl Backpack Backpack,B0CL8424TZ,B0CL8424TZ,FALSE,TRUE,500,,,,,,,Herschel,122.36,133.00,Variant,Default,https://m.media-amazon.com/images/I/71HmCWB-BML._AC_UL320_.jpg,
,mens-rfid-blocking-slim-bifold-wallet-minimalist-leather-small-wallets-for-men-with-cash-pocket-and-card-holder-slots-b083rx7jtq,Mens RFID Blocking Slim Bifold Wallet Minimalist Leather Small Wallets for Men with Cash Pocket and Card Holder Slots,Buffway,Mens RFID Blocking Slim Bifold Wallet Minimalist Leather Small Wallets for Men with Cash Pocket and Card Holder Slots by Buffway. Category: New season. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B083RX7JTQ,published,https://m.media-amazon.com/images/I/8170keb2VoL._AC_UL320_.jpg,500,,,,,,,Buffway,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HFSA329M2YEE1CADD2YK,TRUE,B083RX7JTQ,,Mens RFID Blocking Slim Bifold Wallet Minimalist Leather Small Wallets for Men with Cash Pocket and Card Holder Slots,B083RX7JTQ,B083RX7JTQ,FALSE,TRUE,500,,,,,,,Buffway,33.12,36.00,Variant,Default,https://m.media-amazon.com/images/I/8170keb2VoL._AC_UL320_.jpg,
,tensaur-sport-2-0-cf-k-unisex-child-sneaker-b0b2wymlw3,Tensaur Sport 2.0 Cf K unisex-child Sneaker,adidas,Tensaur Sport 2.0 Cf K unisex-child Sneaker by adidas. Category: New season. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B0B2WYMLW3,published,https://m.media-amazon.com/images/I/51kzQGEo2PL._AC_UL320_.jpg,500,,,,,,,adidas,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HEVEYTDX8GM0ND0V5ZMQ,TRUE,B0B2WYMLW3,,Tensaur Sport 2.0 Cf K unisex-child Sneaker,B0B2WYMLW3,B0B2WYMLW3,FALSE,TRUE,500,,,,,,,adidas,82.34,89.50,Variant,Default,https://m.media-amazon.com/images/I/51kzQGEo2PL._AC_UL320_.jpg,
,macy-s-essentials-men-watch-analog-b096x4mbh6,"MACY'S ESSENTIALS Men Watch, Analog",Tommy Hilfiger,"MACY'S ESSENTIALS Men Watch, Analog by Tommy Hilfiger. Category: New season. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B096X4MBH6",published,https://m.media-amazon.com/images/I/81mtSiBYXBS._AC_UL320_.jpg,500,,,,,,,Tommy Hilfiger,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HEXEQBCXSAZH24SZ2MGJ,TRUE,B096X4MBH6,,"MACY'S ESSENTIALS Men Watch, Analog",B096X4MBH6,B096X4MBH6,FALSE,TRUE,500,,,,,,,Tommy Hilfiger,160.08,174.00,Variant,Default,https://m.media-amazon.com/images/I/81mtSiBYXBS._AC_UL320_.jpg,
,unisex-adult-main-campus-backpack-b088kr4zzs,unisex-adult Main Campus Backpack,,unisex-adult Main Campus Backpack by JANSPORT. Category: New season. Rated 4.7 stars. Shop: https://www.amazon.ae/dp/B088KR4ZZS,published,https://m.media-amazon.com/images/I/81vBTv+DjPL._AC_UL320_.jpg,500,,,,,,,,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HEKMA64HT1R1VXP1ZGQ4,TRUE,B088KR4ZZS,,unisex-adult Main Campus Backpack,B088KR4ZZS,B088KR4ZZS,FALSE,TRUE,500,,,,,,,,227.44,247.22,Variant,Default,https://m.media-amazon.com/images/I/81vBTv+DjPL._AC_UL320_.jpg,
,microstrides-girls-sneaker-b0bn6sswby,MICROSTRIDES girls Sneaker,Skechers,MICROSTRIDES girls Sneaker by Skechers. Category: New season. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B0BN6SSWBY,published,https://m.media-amazon.com/images/I/61q3L4QoTOL._AC_UL320_.jpg,500,,,,,,,Skechers,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMFYBGMVP5P9JZ220VX2,ptag_01KCC4HFK9F77AJQZR0J16K004,TRUE,B0BN6SSWBY,,MICROSTRIDES girls Sneaker,B0BN6SSWBY,B0BN6SSWBY,FALSE,TRUE,500,,,,,,,Skechers,103.04,112.00,Variant,Default,https://m.media-amazon.com/images/I/61q3L4QoTOL._AC_UL320_.jpg,
,pencil-case-2-layer-pencil-case-for-stationery-large-capacity-stationery-with-double-zip-for-students-and-office-workers-b07kc4tflx,"Pencil Case 2-Layer Pencil Case for Stationery, Large Capacity Stationery with Double Zip for Students and Office Workers",ProCase,"Pencil Case 2-Layer Pencil Case for Stationery, Large Capacity Stationery with Double Zip for Students and Office Workers by ProCase. Category: Most-Loved Fashion. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B07KC4TFLX",published,https://m.media-amazon.com/images/I/81GdhC7LU3L._AC_UL320_.jpg,500,,,,,,,ProCase,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMJ4NZ3MB10YD34B4FH7,ptag_01KCC4HFV97BXZ1SNZX1N5FM0G,TRUE,B07KC4TFLX,,"Pencil Case 2-Layer Pencil Case for Stationery, Large Capacity Stationery with Double Zip for Students and Office Workers",B07KC4TFLX,B07KC4TFLX,FALSE,TRUE,500,,,,,,,ProCase,34.95,37.99,Variant,Default,https://m.media-amazon.com/images/I/81GdhC7LU3L._AC_UL320_.jpg,
,whisper-bindazzz-night-period-panty-6-m-l-panties-upto-0-leaks-360-degree-leakage-protection-full-back-coverage-suitable-for-heavy-flow-flex-fit-soft-comfortable-with-disposable-wrap-b09nl6ttlm,Whisper Bindazzz Night Period Panty|6 M-L Panties|upto 0% Leaks|360 degree leakage protection|Full back coverage|Suitable for Heavy Flow|Flex fit|Soft & comfortable|With disposable wrap,Whisper,Whisper Bindazzz Night Period Panty|6 M-L Panties|upto 0% Leaks|360 degree leakage protection|Full back coverage|Suitable for Heavy Flow|Flex fit|Soft & comfortable|With disposable wrap by Whisper. Category: Most-Loved Fashion. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B09NL6TTLM,published,https://m.media-amazon.com/images/I/71WrmKg9eKL._AC_UL320_.jpg,500,,,,,,,Whisper,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMJ4NZ3MB10YD34B4FH7,ptag_01KCC4HFX4RVF9PDTGG15V4FZG,TRUE,B09NL6TTLM,,Whisper Bindazzz Night Period Panty|6 M-L Panties|upto 0% Leaks|360 degree leakage protection|Full back coverage|Suitable for Heavy Flow|Flex fit|Soft & comfortable|With disposable wrap,B09NL6TTLM,B09NL6TTLM,FALSE,TRUE,500,,,,,,,Whisper,22.99,24.99,Variant,Default,https://m.media-amazon.com/images/I/71WrmKg9eKL._AC_UL320_.jpg,
,lenovo-laptop-carrying-case-t210-fits-for-15-6-inch-and-tablet-sleek-design-durable-water-repellent-fabric-business-casual-or-school-gx40q17231-grey-upgraded-b075y73sdv,"Lenovo Laptop Carrying Case T210, Fits For 15.6-Inch And Tablet, Sleek Design, Durable Water-Repellent Fabric, Business Casual Or School, Gx40Q17231 - Grey (Upgraded)",Lenovo,"Lenovo Laptop Carrying Case T210, Fits For 15.6-Inch And Tablet, Sleek Design, Durable Water-Repellent Fabric, Business Casual Or School, Gx40Q17231 - Grey (Upgraded) by Lenovo. Category: Most-Loved Fashion. Rated 4.3 stars. Shop: https://www.amazon.ae/dp/B075Y73SDV",published,https://m.media-amazon.com/images/I/81iqTfVhA6L._AC_UL320_.jpg,500,,,,,,,Lenovo,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMJ4NZ3MB10YD34B4FH7,ptag_01KCC4HFZ0R3DCTARCRG6JJSZ0,TRUE,B075Y73SDV,,"Lenovo Laptop Carrying Case T210, Fits For 15.6-Inch And Tablet, Sleek Design, Durable Water-Repellent Fabric, Business Casual Or School, Gx40Q17231 - Grey (Upgraded)",B075Y73SDV,B075Y73SDV,FALSE,TRUE,500,,,,,,,Lenovo,31.88,34.65,Variant,Default,https://m.media-amazon.com/images/I/81iqTfVhA6L._AC_UL320_.jpg,
,pencil-case-big-capacity-pen-holder-bag-pouch-college-school-supplies-stationery-storage-office-desk-organizer-with-zipper-for-student-teen-girl-boy-adult-b08nt59ksq,"Pencil Case, Big Capacity Pen Holder Bag Pouch College School Supplies Stationery Storage Office Desk Organizer with Zipper for Student Teen Girl Boy Adult",ProCase,"Pencil Case, Big Capacity Pen Holder Bag Pouch College School Supplies Stationery Storage Office Desk Organizer with Zipper for Student Teen Girl Boy Adult by ProCase. Category: Most-Loved Fashion. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B08NT59KSQ",published,https://m.media-amazon.com/images/I/71RMXxB0uPL._AC_UL320_.jpg,500,,,,,,,ProCase,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMJ4NZ3MB10YD34B4FH7,ptag_01KCC4HFV97BXZ1SNZX1N5FM0G,TRUE,B08NT59KSQ,,"Pencil Case, Big Capacity Pen Holder Bag Pouch College School Supplies Stationery Storage Office Desk Organizer with Zipper for Student Teen Girl Boy Adult",B08NT59KSQ,B08NT59KSQ,FALSE,TRUE,500,,,,,,,ProCase,32.19,34.99,Variant,Default,https://m.media-amazon.com/images/I/71RMXxB0uPL._AC_UL320_.jpg,
,pen-pencil-case-2-layer-eva-zipper-pencil-box-pouch-large-capacity-stationery-storage-organizer-for-school-office-supplies-b0967dzbyh,"Pen Pencil Case, 2-Layer EVA Zipper Pencil Box Pouch Large Capacity Stationery Storage Organizer for School Office Supplies",ProCase,"Pen Pencil Case, 2-Layer EVA Zipper Pencil Box Pouch Large Capacity Stationery Storage Organizer for School Office Supplies by ProCase. Category: Most-Loved Fashion. Rated 4.5 stars. Shop: https://www.amazon.ae/dp/B0967DZBYH",published,https://m.media-amazon.com/images/I/81Sg0KJEQsS._AC_UL320_.jpg,500,,,,,,,ProCase,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMJ4NZ3MB10YD34B4FH7,ptag_01KCC4HFV97BXZ1SNZX1N5FM0G,TRUE,B0967DZBYH,,"Pen Pencil Case, 2-Layer EVA Zipper Pencil Box Pouch Large Capacity Stationery Storage Organizer for School Office Supplies",B0967DZBYH,B0967DZBYH,FALSE,TRUE,500,,,,,,,ProCase,28.50,30.98,Variant,Default,https://m.media-amazon.com/images/I/81Sg0KJEQsS._AC_UL320_.jpg,
,unisex-adult-nike-heritage-backpack-b0992x6s9w,unisex-adult Nike Heritage Backpack,Nike,unisex-adult Nike Heritage Backpack by Nike. Category: Most-Loved Fashion. Rated 4.6 stars. Shop: https://www.amazon.ae/dp/B0992X6S9W,published,https://m.media-amazon.com/images/I/812FcyP0LfL._AC_UL320_.jpg,500,,,,,,,Nike,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMJ4NZ3MB10YD34B4FH7,ptag_01KCC4HEZEPR0EFNQW1495TTRH,TRUE,B0992X6S9W,,unisex-adult Nike Heritage Backpack,B0992X6S9W,B0992X6S9W,FALSE,TRUE,500,,,,,,,Nike,0.00,0.00,Variant,Default,https://m.media-amazon.com/images/I/812FcyP0LfL._AC_UL320_.jpg,
,business-travel-laptop-backpack-water-resistant-college-school-computer-bag-gifts-with-usb-charging-port-for-men-women-fits-15-6-inch-notebook-b08r58f7w3,"Business Travel Laptop Backpack, Water Resistant College School Computer Bag Gifts with USB Charging Port for Men & Women Fits 15.6 Inch Notebook",Vaupan,"Business Travel Laptop Backpack, Water Resistant College School Computer Bag Gifts with USB Charging Port for Men & Women Fits 15.6 Inch Notebook by Vaupan. Category: Most-Loved Fashion. Rated 4.2 stars. Shop: https://www.amazon.ae/dp/B08R58F7W3",published,https://m.media-amazon.com/images/I/61noB82IjYL._AC_UL320_.jpg,500,,,,,,,Vaupan,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMJ4NZ3MB10YD34B4FH7,ptag_01KCC4HG0XN3TWP7FG0ZY0Y9TC,TRUE,B08R58F7W3,,"Business Travel Laptop Backpack, Water Resistant College School Computer Bag Gifts with USB Charging Port for Men & Women Fits 15.6 Inch Notebook",B08R58F7W3,B08R58F7W3,FALSE,TRUE,500,,,,,,,Vaupan,68.99,74.99,Variant,Default,https://m.media-amazon.com/images/I/61noB82IjYL._AC_UL320_.jpg,
,laptop-backpack-men-s-work-for-15-6-inch-notebook-water-repellent-school-backpack-for-work-outdoor-travel-camping-b083ltb6cp,"Laptop Backpack Men's Work for 15.6 Inch Notebook, Water-Repellent School Backpack for Work, Outdoor, Travel, Camping",Besttravel,"Laptop Backpack Men's Work for 15.6 Inch Notebook, Water-Repellent School Backpack for Work, Outdoor, Travel, Camping by Besttravel. Category: Most-Loved Fashion. Rated 4.4 stars. Shop: https://www.amazon.ae/dp/B083LTB6CP",published,https://m.media-amazon.com/images/I/61a3kEqhytL._AC_UL320_.jpg,500,,,,,,,Besttravel,default,sc_01KCBH6HGXQJG2T09NAZZN0SRC,,ptyp_01KCC4NMJ4NZ3MB10YD34B4FH7,ptag_01KCC4HG2YKZNRZ9H2VPTXC9VP,TRUE,B083LTB6CP,,"Laptop Backpack Men's Work for 15.6 Inch Notebook, Water-Repellent School Backpack for Work, Outdoor, Travel, Camping",B083LTB6CP,B083LTB6CP,FALSE,TRUE,500,,,,,,,Besttravel,57.03,61.99,Variant,Default,https://m.media-amazon.com/images/I/61a3kEqhytL._AC_UL320_.jpg,
